Latitude,Longitude,Borough_Brooklyn,Borough_Manhattan,Borough_Queens,Borough_Staten Island,City_Brooklyn,City_Jamaica,City_New York,City_Staten Island,WiFi_Type_Limited,Provider_LinkNYC,Provider_NYCHA,Provider_Transit Wireless
40.54969569021759,-73.78451774222437,1,0,0,0,0,0,0,0,1,0,1,0
40.76695703835327,-74.0914268093336,0,0,0,0,1,0,0,0,0,0,0,1
40.53924835245256,-73.96640486140774,0,0,0,0,0,0,0,0,0,0,0,0
40.874574794940266,-73.77786407336431,0,0,1,0,0,0,0,0,1,0,1,0
40.546436092629975,-73.90409100108445,0,0,1,0,1,0,0,0,1,0,0,1
40.67192181047158,-73.84216858653002,0,1,0,0,0,1,0,0,1,0,1,0
40.68319165889815,-74.09317062575508,0,0,1,0,1,0,0,0,1,1,0,0
40.794603128992954,-74.12560990732096,0,1,0,0,0,1,0,0,1,0,0,1
40.55734040924491,-73.85839710955791,0,1,0,0,0,0,1,0,1,0,0,1
40.841905996907315,-73.84518239713854,0,0,1,0,0,0,0,1,1,0,0,0
40.50119898542116,-74.00469224670543,0,0,0,1,1,0,0,0,1,0,0,0
40.80899609236614,-73.74058729880993,1,0,0,0,0,0,0,1,0,0,0,1
40.672157315139245,-73.89235017568596,0,0,0,0,1,0,0,0,0,0,1,0
40.68797406468941,-73.80628948411328,1,0,0,0,0,0,0,0,1,0,0,1
40.683157972363304,-74.17663815006726,0,1,0,0,0,0,0,0,1,1,0,0
40.595343844861894,-74.1511108079216,0,0,0,0,0,1,0,0,1,1,0,0
40.818536307454785,-74.0871023759195,0,0,1,0,1,0,0,0,1,0,1,0
40.5155825385054,-74.10207781639036,1,0,0,0,0,0,0,0,1,0,1,0
40.84284818936481,-73.99120248421924,0,0,0,0,0,0,0,0,1,0,1,0
40.83331521408853,-74.13687683673552,0,1,0,0,0,0,0,0,0,0,1,0
40.85681217962944,-73.99649250767871,0,0,1,0,0,0,1,0,0,1,0,0
40.810552667045684,-73.92034528112474,0,0,0,0,0,0,0,1,0,0,0,1
40.788524156245465,-74.14436187764653,0,0,0,0,0,1,0,0,0,1,0,0
40.87002761652181,-74.07468958514468,0,0,1,0,0,0,0,1,1,1,0,0
40.65911860665521,-73.9250160815974,0,0,1,0,0,1,0,0,1,0,0,1
40.6329087296775,-73.87389141960796,0,1,0,0,1,0,0,0,1,0,0,1
40.77234625104609,-74.08688354435094,1,0,0,0,0,0,1,0,1,0,0,0
40.73212150187834,-73.81359914754682,1,0,0,0,0,0,1,0,1,0,0,0
40.87989403227715,-73.71659070061003,0,0,0,0,0,0,0,1,0,0,0,0
40.7515202300367,-73.8909071590857,1,0,0,0,0,0,0,0,0,0,0,1
40.76652878638204,-73.79069730938444,0,0,0,0,0,0,0,0,0,1,0,0
40.8229640347155,-74.18482798670192,0,0,1,0,0,1,0,0,1,0,0,0
40.75583386237872,-73.82979759903314,0,1,0,0,1,0,0,0,0,0,0,0
40.84958627262763,-73.83208399415298,0,0,0,1,1,0,0,0,0,0,1,0
40.773404521005666,-73.93045291056991,0,0,0,0,1,0,0,0,0,1,0,0
40.64487845485765,-74.05519040945956,0,0,1,0,0,1,0,0,0,0,0,1
40.746257615371064,-73.93450749557537,0,0,1,0,0,0,1,0,0,1,0,0
40.837533231067475,-74.2387709716879,0,0,0,0,0,0,0,1,0,0,0,0
40.67387057814912,-73.90382092817242,0,1,0,0,0,0,0,0,0,1,0,0
40.542559248350905,-74.16390268693712,0,1,0,0,0,1,0,0,0,0,0,1
40.677260646544234,-74.19531199886599,0,1,0,0,1,0,0,0,1,1,0,0
40.63358588475891,-74.06546860696255,0,1,0,0,0,0,0,0,0,0,1,0
40.75096680643032,-74.1476169927206,0,0,1,0,0,0,0,1,0,0,1,0
40.629688261716694,-74.1844743554862,0,0,0,0,1,0,0,0,0,0,0,1
40.8979884626604,-74.19138826234976,0,0,0,1,0,0,0,0,0,0,1,0
40.75829238203755,-73.89425352440891,1,0,0,0,0,0,0,1,1,0,0,0
40.873836821628935,-73.78101306698252,0,0,1,0,0,1,0,0,0,0,1,0
40.50652032058583,-74.15567005226589,0,1,0,0,0,0,0,0,0,1,0,0
40.876366527616995,-73.9480375320563,0,1,0,0,0,1,0,0,1,0,0,1
40.84219725641795,-74.08580035077951,0,1,0,0,0,0,1,0,0,0,1,0
40.552196292922076,-74.17223013097012,0,1,0,0,0,0,0,0,0,0,1,0
40.57473003378184,-73.88241459368955,0,0,0,1,0,1,0,0,1,0,1,0
40.859064491214454,-73.76148473088683,0,0,0,1,0,0,0,0,1,0,0,0
40.523248428822185,-73.84109094367288,0,0,0,1,0,0,1,0,0,0,0,0
40.52224924966635,-73.95502881137371,0,1,0,0,0,0,0,1,1,0,1,0
40.8049054801857,-73.90147515944854,0,1,0,0,0,1,0,0,1,0,1,0
40.89369317870945,-74.17739060000918,0,0,0,0,0,0,0,1,1,0,0,0
40.65118729784734,-73.91175389671884,0,0,0,1,1,0,0,0,1,0,0,1
40.7298224429911,-74.20563009430433,0,0,1,0,1,0,0,0,1,0,0,1
40.55110504764287,-74.00086395568668,1,0,0,0,0,1,0,0,0,1,0,0
40.71047367431976,-73.9910520329279,0,0,1,0,0,1,0,0,1,1,0,0
40.500825440556106,-74.18942166050975,0,1,0,0,1,0,0,0,0,0,1,0
40.757732181117156,-74.17235786067552,0,0,0,0,0,1,0,0,1,1,0,0
40.80644121389631,-73.72012661663042,1,0,0,0,0,0,0,1,1,1,0,0
40.81395831223921,-74.15855343348287,0,0,1,0,0,0,0,0,1,0,0,0
40.79345735821096,-74.17667983861678,1,0,0,0,0,0,1,0,1,0,1,0
40.6620736154403,-73.9895075889945,0,0,0,0,0,0,1,0,0,0,0,1
40.84444458062756,-74.13287175291265,1,0,0,0,1,0,0,0,0,0,1,0
40.76547122309711,-74.21856954020018,1,0,0,0,0,0,1,0,1,0,1,0
40.81968874346875,-73.72919439911664,0,0,0,0,0,1,0,0,1,0,0,0
40.62526194366494,-73.81954183264278,0,0,1,0,0,1,0,0,0,1,0,0
40.62122825107866,-74.07773646222601,0,1,0,0,0,0,1,0,0,1,0,0
40.7774378054219,-74.15361756549235,0,0,0,1,0,1,0,0,1,0,0,1
40.73391909012224,-74.14204750387056,0,0,0,0,0,0,1,0,0,0,0,0
40.50784669104631,-73.84933211599271,0,1,0,0,0,0,1,0,1,0,0,1
40.53851593245606,-73.74363373434258,1,0,0,0,0,0,0,0,0,0,0,1
40.736939509168735,-74.02174038330854,0,0,0,0,0,1,0,0,1,0,1,0
40.87832813372107,-74.0105049875533,1,0,0,0,0,0,0,1,0,0,0,1
40.898192858666405,-73.79099444810004,0,0,0,0,0,0,0,0,1,0,1,0
40.79726554321103,-73.8907174676415,0,0,1,0,1,0,0,0,0,0,0,1
40.86022362716365,-74.21749192560051,0,0,0,1,0,0,1,0,0,1,0,0
40.52724257191138,-74.24390160570881,0,1,0,0,1,0,0,0,0,1,0,0
40.82098740186229,-74.06110425827652,0,0,1,0,0,1,0,0,0,1,0,0
40.823393438313,-73.72753268373218,0,1,0,0,1,0,0,0,0,0,0,1
40.648676803033396,-74.22557545593097,0,0,1,0,0,1,0,0,0,1,0,0
40.51968349513774,-73.7526320192657,0,0,1,0,1,0,0,0,0,1,0,0
40.54961195352546,-74.12556532678661,0,1,0,0,0,1,0,0,0,0,0,1
40.60173953583781,-73.86793006267857,0,0,0,1,0,0,1,0,0,0,1,0
40.60328487947556,-74.13113792475147,0,0,1,0,1,0,0,0,1,1,0,0
40.54653076106711,-73.7268922355856,1,0,0,0,0,0,1,0,1,0,0,0
40.818399212929016,-73.8268922582902,0,0,1,0,0,0,0,1,0,0,1,0
40.87633900553644,-73.9773102243724,0,0,0,1,1,0,0,0,0,0,0,1
40.62151477436167,-73.92380045370118,0,0,0,1,1,0,0,0,1,0,0,1
40.56167613740676,-74.09758343585798,0,0,0,1,0,1,0,0,0,0,0,0
40.588833148664406,-74.18505363339806,0,1,0,0,0,0,1,0,1,1,0,0
40.59232645250789,-73.70658621249635,0,1,0,0,0,0,0,1,0,0,0,0
40.5543164712756,-73.85918612598324,0,0,0,1,0,0,0,0,0,1,0,0
40.88395350003801,-73.89570135585122,0,0,0,1,1,0,0,0,0,0,1,0
40.772447502074044,-73.93802088430277,0,0,0,0,0,0,0,1,1,0,1,0
40.59212367962485,-73.82891574193677,0,0,1,0,0,0,0,1,1,1,0,0
40.54954703308799,-73.92292337447257,0,0,0,0,0,0,0,0,0,1,0,0
40.718097113910524,-74.10128254050535,0,0,0,0,0,1,0,0,0,0,0,1
40.87786438980942,-73.97577160437947,0,1,0,0,0,1,0,0,0,1,0,0
40.71693647922959,-73.75944900913883,0,0,1,0,0,0,1,0,0,0,0,1
40.6264717230768,-74.0985716177005,0,0,1,0,0,0,0,0,0,0,1,0
40.60817472557546,-73.92326068268218,0,1,0,0,0,0,0,0,1,1,0,0
40.7469984136314,-74.02789645864348,0,0,0,0,0,0,0,1,1,0,0,0
40.85407096300738,-73.9942788120379,0,0,0,0,0,0,1,0,0,1,0,0
40.59909125709948,-73.74219320046684,1,0,0,0,0,1,0,0,1,0,1,0
40.654748876268215,-73.87941575233941,0,0,0,1,0,1,0,0,0,0,1,0
40.830234093180444,-73.83951321929386,0,1,0,0,0,1,0,0,0,0,0,1
40.56801603529699,-74.12440931783318,1,0,0,0,0,0,0,0,0,0,0,0
40.60804771225749,-74.19101496522654,0,0,0,1,1,0,0,0,1,0,1,0
40.621524474918765,-73.79958749941208,0,0,1,0,1,0,0,0,0,0,0,0
40.602107989036945,-73.9911875711958,0,1,0,0,1,0,0,0,1,0,1,0
40.563277103169725,-73.94719251721419,1,0,0,0,0,1,0,0,1,0,0,1
40.860918866295904,-74.18517990589538,1,0,0,0,0,1,0,0,0,0,0,0
40.604034979533445,-73.83758405570674,0,0,0,1,0,0,1,0,1,0,0,0
40.52849271416567,-74.06687667935508,1,0,0,0,0,0,1,0,1,1,0,0
40.83203921676149,-73.88831986845337,1,0,0,0,1,0,0,0,0,0,1,0
40.81420340234381,-73.82099032706152,0,0,0,1,0,0,1,0,0,1,0,0
40.66074671199177,-73.8007138696785,1,0,0,0,0,0,1,0,0,0,0,1
40.638478540065336,-73.87409016626003,0,0,0,1,0,0,1,0,0,0,0,0
40.538264542522604,-74.07068618608419,0,0,0,0,0,0,1,0,0,1,0,0
40.510161633903834,-74.19373730452082,0,0,0,0,0,1,0,0,0,1,0,0
40.57319858769477,-73.73101778266089,1,0,0,0,0,1,0,0,1,0,0,1
40.75434833738134,-74.23474424370423,1,0,0,0,0,0,0,0,0,1,0,0
40.779279385576295,-74.18549370973672,0,0,1,0,0,0,1,0,1,0,0,0
40.52132625149054,-73.95667703227538,0,0,0,0,0,0,0,1,0,0,1,0
40.63579616539101,-74.12367033225806,0,1,0,0,0,0,1,0,0,0,0,0
40.58012078325216,-73.95592138242887,1,0,0,0,0,0,1,0,0,1,0,0
40.53421346227504,-73.93789939950892,0,0,1,0,0,0,0,1,1,0,0,0
40.798493236563836,-74.1528213551058,0,1,0,0,0,1,0,0,0,0,1,0
40.57704321577412,-74.10614012935534,1,0,0,0,0,1,0,0,0,0,1,0
40.61291419490613,-73.78101838150329,0,1,0,0,0,0,0,0,1,0,0,0
40.843560433386436,-74.07225603086535,0,0,1,0,0,1,0,0,0,1,0,0
40.76933579744814,-73.96144504096495,0,1,0,0,0,0,0,1,0,1,0,0
40.532853943272485,-74.10706447147321,0,0,0,0,0,0,0,0,1,0,0,1
40.54942844609787,-73.78749933264827,0,0,1,0,0,1,0,0,0,1,0,0
40.87895454869884,-73.74131353426709,0,0,0,0,0,0,0,0,0,0,0,0
40.769270869397296,-73.85909886932436,0,0,1,0,0,0,0,0,0,0,1,0
40.51912104936836,-74.18718602590442,0,0,0,0,0,0,1,0,0,0,0,1
40.80526630676057,-73.87827843880979,0,0,0,0,0,0,1,0,1,1,0,0
40.566403299192466,-73.70702244996608,0,1,0,0,0,1,0,0,0,0,0,1
40.735682357828374,-73.81864269527992,1,0,0,0,1,0,0,0,1,0,1,0
40.75608172843146,-73.90705601074475,0,0,0,1,0,0,1,0,1,0,0,1
40.57348468931945,-74.24097219111141,1,0,0,0,0,0,1,0,0,1,0,0
40.882939682550365,-73.97435517527201,0,0,1,0,0,1,0,0,0,1,0,0
40.526230742943234,-74.0401404492702,1,0,0,0,0,1,0,0,0,0,0,1
40.71731661570162,-73.99687609138111,0,1,0,0,0,0,0,0,0,0,0,0
40.50170508068355,-73.97403472888438,0,0,1,0,0,0,0,0,0,0,1,0
40.6156512100294,-74.12855775199466,0,0,0,1,1,0,0,0,1,0,0,0
40.84103231210712,-74.24393490026631,0,0,1,0,1,0,0,0,1,0,0,0
40.844601496581326,-73.88994321637982,0,0,1,0,0,0,1,0,0,0,1,0
40.651679788737646,-74.23706235657518,1,0,0,0,0,0,0,1,0,0,1,0
40.66258943226927,-74.06061068496197,0,0,0,0,0,0,1,0,0,1,0,0
40.81007098216485,-74.20510639897891,0,0,0,1,0,0,0,0,1,1,0,0
40.78106080799091,-73.8642948260298,0,1,0,0,0,0,0,1,1,1,0,0
40.536882767649175,-73.80173581610123,0,0,0,0,0,0,0,0,1,1,0,0
40.838903281419306,-74.07192839386822,0,1,0,0,0,1,0,0,1,0,0,0
40.55818731753586,-73.76507023906385,0,1,0,0,0,0,1,0,1,1,0,0
40.86317198033252,-74.24426325788272,1,0,0,0,0,0,0,0,1,0,1,0
40.73740890572279,-73.87504863174809,0,0,0,1,0,0,0,0,1,0,0,1
40.7841184415439,-73.87550473793128,0,0,1,0,0,1,0,0,1,0,1,0
40.52555926705079,-74.19286405372038,0,0,0,0,0,0,0,1,0,1,0,0
40.744745504137676,-74.10975945608965,0,0,1,0,0,1,0,0,1,0,0,0
40.8513452796059,-74.09202721501843,0,1,0,0,0,0,0,0,1,0,0,0
40.72336356932197,-73.8322710476183,0,1,0,0,0,0,0,0,0,0,0,0
40.738171229615084,-74.15296177305228,0,1,0,0,0,0,0,0,1,0,1,0
40.88154659875686,-74.19681331188484,0,0,0,0,0,0,1,0,0,0,0,1
40.53746326507258,-74.01124837353328,0,0,0,0,0,0,0,1,0,0,1,0
40.83380599454045,-74.01829094291372,0,0,0,1,0,0,0,1,0,0,1,0
40.83496320498355,-74.21385862717435,0,0,0,1,0,0,0,1,0,0,0,1
40.77380563331532,-74.08992198795434,0,0,1,0,0,0,1,0,0,0,0,1
40.88194467358869,-74.18915198574231,0,1,0,0,0,0,1,0,0,0,0,0
40.77374064516958,-73.75052272311792,0,0,0,0,0,0,1,0,1,0,0,0
40.76394935110895,-74.09010084495308,0,0,0,0,1,0,0,0,0,0,0,0
40.671059349219846,-73.99253584759052,0,0,1,0,0,0,0,0,0,0,1,0
40.82181967261253,-73.70245157061602,0,0,0,0,0,0,0,1,1,0,1,0
40.69901019265615,-73.90188642979692,0,0,0,1,1,0,0,0,0,1,0,0
40.85812648270635,-73.9815085812289,0,0,1,0,0,0,1,0,1,0,0,1
40.531560019091295,-73.71374838613733,0,0,0,1,0,0,1,0,0,0,0,1
40.74816412647365,-73.95416489518139,0,1,0,0,0,0,0,0,1,0,0,1
40.65058083621929,-73.99051048899528,1,0,0,0,0,0,1,0,0,0,0,1
40.633805934335115,-74.05121048051518,0,0,1,0,0,1,0,0,0,1,0,0
40.52187698045577,-74.10490085719044,1,0,0,0,0,0,1,0,0,0,0,1
40.78017011629545,-73.94530518422116,0,1,0,0,0,1,0,0,1,0,0,0
40.57759279927961,-74.02611046995459,0,0,0,0,0,1,0,0,1,0,1,0
40.80660644818246,-74.0034090065374,0,0,1,0,1,0,0,0,1,0,0,1
40.77731391726299,-74.11746485051334,0,0,1,0,0,0,0,1,1,0,0,1
40.895777264497546,-73.85965837650973,0,0,1,0,0,0,1,0,0,0,0,1
40.67687009104601,-74.02270586429042,0,0,0,0,0,0,0,0,0,0,0,1
40.689573170467966,-73.8021581143562,0,0,1,0,0,0,0,1,1,1,0,0
40.71990463599699,-74.17596658801867,0,0,1,0,0,0,1,0,1,0,1,0
40.56199636164732,-73.95164323631613,0,0,1,0,0,0,0,0,1,0,1,0
40.873243735413354,-73.76957288170611,0,0,0,1,0,1,0,0,1,1,0,0
40.63589364916649,-73.86728390207253,0,0,0,1,0,0,0,0,0,0,1,0
40.636112088630476,-73.79682829250785,0,0,1,0,0,0,0,1,0,0,1,0
40.83873623414715,-73.76217155092964,0,0,1,0,0,0,0,0,0,1,0,0
40.742605022213844,-74.17799309779163,0,1,0,0,0,0,0,0,0,1,0,0
40.55705893608155,-74.03051748206957,0,0,1,0,0,0,1,0,1,0,0,1
40.76828698553447,-74.05881361469856,1,0,0,0,0,0,1,0,1,0,0,1
40.88759656051577,-74.09969662653742,0,0,0,1,0,1,0,0,0,0,0,1
40.55077056632819,-74.16286393877803,0,0,1,0,0,0,1,0,1,0,0,0
40.65952696645714,-74.06525515928132,1,0,0,0,0,0,0,1,1,0,0,1
40.71577261616787,-74.05178161061073,1,0,0,0,0,0,0,0,0,1,0,0
40.67374601703145,-73.70657809448545,0,1,0,0,0,1,0,0,1,0,1,0
40.65052274732817,-74.0964901607182,1,0,0,0,0,0,0,0,0,0,1,0
40.6610822631565,-73.85374658380996,1,0,0,0,1,0,0,0,1,1,0,0
40.58599966476421,-73.93884654547327,0,0,0,1,0,0,1,0,0,0,0,1
40.67170294180751,-73.7847708292209,0,1,0,0,0,0,0,1,1,0,0,1
40.85247717822097,-73.89706388265053,0,0,0,0,0,1,0,0,1,0,0,1
40.67457686421507,-73.82728467139583,1,0,0,0,0,0,0,1,0,1,0,0
40.78005459908954,-73.80681236001008,0,1,0,0,1,0,0,0,1,0,0,0
40.553284596834914,-74.14312251930873,0,1,0,0,0,0,0,1,0,0,0,1
40.50130250937828,-73.77167907857005,0,0,0,1,0,0,1,0,1,0,0,0
40.625478834646344,-74.24429470701834,0,0,0,0,0,0,0,0,0,0,1,0
40.62398722385195,-73.99834556553743,1,0,0,0,0,0,0,1,1,0,0,1
40.63208564389209,-73.72389247397167,0,0,0,1,0,1,0,0,0,0,0,0
40.665051964742354,-73.88899482749426,0,0,0,0,0,0,0,0,0,0,0,0
40.646835884861694,-73.90597565814036,0,0,1,0,1,0,0,0,1,1,0,0
40.50761159465553,-74.11895020069338,0,0,0,1,0,0,0,0,1,0,1,0
40.595858814082646,-73.77998405462888,0,1,0,0,0,0,0,0,0,0,1,0
40.59710040186765,-74.01053412243978,0,1,0,0,0,0,1,0,1,0,1,0
40.54493738012978,-74.08309175095343,0,0,1,0,0,0,1,0,0,0,0,0
40.54792617036777,-73.88286027334226,0,0,0,0,0,1,0,0,1,0,0,0
40.55697524579477,-74.12476738987995,1,0,0,0,0,0,0,0,0,0,1,0
40.70811313313849,-73.91317604685791,0,0,1,0,0,1,0,0,1,0,0,1
40.56703253023856,-74.00651173694459,1,0,0,0,0,0,0,0,1,0,0,0
40.52739223904819,-74.11549911170151,0,0,1,0,1,0,0,0,1,1,0,0
40.790953067015735,-73.81349969949152,0,0,1,0,0,1,0,0,0,0,1,0
40.89319071142379,-73.82412924653414,1,0,0,0,0,0,0,1,0,0,0,0
40.61172601317557,-73.95962481537978,1,0,0,0,0,0,0,1,0,0,0,0
40.855555752303594,-74.00967706138448,0,0,0,1,1,0,0,0,0,0,1,0
40.869565753455106,-74.01310475877962,0,0,0,1,0,0,0,0,0,1,0,0
40.642276418978916,-73.74216418805804,0,0,0,1,1,0,0,0,0,0,0,0
40.653885162658334,-73.70226969598417,0,1,0,0,0,0,0,1,1,1,0,0
40.65901996626194,-73.89786037802519,0,1,0,0,0,0,1,0,1,0,0,0
40.50240759699653,-74.15806214172692,0,0,0,0,0,1,0,0,1,1,0,0
40.8621560529272,-74.03870428847829,0,0,0,1,0,0,0,1,0,0,0,1
40.65415296922691,-73.74888538564845,0,1,0,0,1,0,0,0,0,0,0,1
40.85535954830968,-73.91194683551859,0,1,0,0,1,0,0,0,0,0,1,0
40.514922209970564,-74.03906579843377,0,0,1,0,1,0,0,0,1,1,0,0
40.88995925635637,-73.80371612779635,0,0,1,0,0,1,0,0,0,0,1,0
40.68190994145639,-73.88604387859633,0,0,0,1,1,0,0,0,0,0,0,1
40.758132348771184,-73.80757016630334,0,0,1,0,0,0,0,1,0,0,1,0
40.73232659492256,-73.74889860608889,0,0,0,0,0,1,0,0,1,0,0,1
40.67367716215619,-73.784182398748,0,0,0,1,0,0,1,0,0,0,0,0
40.54168447750174,-74.03434276601419,1,0,0,0,1,0,0,0,0,0,0,1
40.69824117792074,-73.94635757906853,0,0,0,0,0,0,0,0,0,1,0,0
40.85191653016963,-73.81185987043888,0,0,0,0,0,0,1,0,0,1,0,0
40.578186952216655,-74.12801626792547,0,0,0,0,0,0,0,1,0,0,0,1
40.52948838434845,-73.95140892441312,0,1,0,0,0,0,1,0,0,1,0,0
40.68204403704098,-74.2321763697145,0,0,0,1,1,0,0,0,1,1,0,0
40.683784517202966,-73.79122283817897,0,0,1,0,0,0,0,1,0,0,0,1
40.65380638002036,-73.89565610859718,1,0,0,0,0,0,0,1,0,1,0,0
40.70111277074501,-73.80786045399563,0,0,0,1,1,0,0,0,1,0,0,1
40.794021494927954,-73.99229946332606,0,1,0,0,0,0,0,0,1,1,0,0
40.555216264563285,-74.14194811522235,0,0,0,0,0,1,0,0,1,1,0,0
40.53633790724188,-74.17843762711415,1,0,0,0,0,0,0,0,0,0,0,1
40.64092842826138,-73.91582736059107,1,0,0,0,0,0,0,1,1,0,1,0
40.51521930180636,-74.03570811280075,0,0,1,0,0,0,0,0,1,0,1,0
40.872748147316614,-74.12299692995232,0,0,1,0,0,0,0,0,0,0,1,0
40.584176752017584,-74.07014315692338,0,0,0,0,1,0,0,0,0,1,0,0
40.71161885488828,-74.12906582678558,1,0,0,0,0,0,0,0,0,0,0,1
40.57950757327186,-73.90802318983657,0,0,0,0,0,0,0,0,1,1,0,0
40.62688808178489,-74.02036128200369,0,0,0,0,0,0,1,0,1,1,0,0
40.681464751272856,-74.2489447194347,0,1,0,0,1,0,0,0,1,0,0,0
40.71059281074008,-73.9349182970914,0,1,0,0,1,0,0,0,0,0,1,0
40.60890747787278,-73.73892601642088,0,0,0,1,0,0,0,0,0,0,0,1
40.821261687926516,-74.10692069476386,0,0,1,0,0,0,0,0,1,0,1,0
40.84698167817285,-74.24389542306899,1,0,0,0,0,0,1,0,1,1,0,0
